10062108270694120260107143221,NEW
10062108270636420251127073316,NEW
10077117110322020251114095346,NEW
10007149440396320251120073503,NEW
10011123060556720251117111911,NEW
10052124230398320251021112931,NEW
10005121510351420250930160139,NEW
10106104910303820250910152723,NEW
10035140010287320250909092942,NEW
10148151420280020250828110358,NEW
10120141480131120250820110151,NEW
10148144430243020250821135404,NEW
10148148260316120250820091013,NEW
10125103520227220250818074609,NEW
10127141620349020250815070845,NEW
10008144020352220250809140854,NEW
10100134960108820250705090950,NEW
10049122410090120250627153827,NEW
